,color,company,heat,ingredients,link,name,pour,site,smell,taste,taste_rating,taste_rating_max,heat_rating,heat_rating_max
99,,: US Sauce Inc.  ," The heat comes from pepper extract, so real peppers are not used in this sauce, so you don’t get that actual pepper flavor you would expect in a hot sauce.  Pepper extract is extremely hot and eating a spoonful of this stuff will give you an endorphin rush, and a kick in the ass even for a chili head because extract is just rough stuff, to a normal person, a single drop would have them going for the milk. 10/10 on heat. ",": tomato paste, water, pepper extract, vinegar, sugar, molasses, soy sauce, sulfites  ",https://www.instagram.com/p/BKbiHyZAYfe/,: Endorphin Rush Beyond Hot Sauce  ,,: www.eathot.com ,":  I smell 2 things, metallic pepper extract, and tomato, I can pick up some light notes of vinegar.  I don’t smell the molasses much, but I assume that it is used as a thickener. ",":  The first thing I taste is the tomato, and sugar, as it gives you this sweet and tart tomato based hot sauce flavor, but then right after you taste that metallic pepper extract flavor which really detracts from a lot of the flavor, and then you get hit with the vinegar and soy sauce as well, combining together. Pepper extract has the one job and purpose of being hot, not flavorful and that is exactly what this sauce is meant to do, but that being said, this is one of the more tasteful pepper extract sauces I have had, as I think a few drops added into any tomato dish, such as pasta would be great.  4/10 on flavor, because its goal is to be hot, not flavorful.  ",4.0,10.0,10.0,10.0
100,,,,,https://www.instagram.com/p/BKWK1ccBHSu/,,,,,,,,,
101,"s, No Water Added and is Naturally Gluten Free.  Label: For the whole line of sauces, I absolutely love the label and bottle, it just comes off very professional, and I love the pepper scale on the back.  I wish the colors were just a tad brighter but overall 9.8/10 on label.  Smell: The first thing that I pick up is a really sweet and fresh tomato aroma that quickly gets pushed to the side by the strong blast of the red habanero pepper as you get that naturally smoky and fruity habanero smell.  I can pick up in the back some light notes of onion and garlic.  ",: Cobra Chili  ,"  This sauce does have a kick since 30% of the bottle is Red Habanero chili, so you do get a very fast building and long term lingering mouth burn.  6.8/10 on heat. ",": Fresh Tomato, Fresh Red Habanero Chili (30%), Onion, Sugar, Vinegar, Garlic, Citric Acid (330), Sea Salt, Spices.  This product is made in Australia, and sold at Heat Hot Sauce in the States, and has No Artificial Preservatives, Flavors, or Colors, No Water Added and is Naturally Gluten Free.  ",https://www.instagram.com/p/BKRH9QThY8e/,: Habanero Chili Sauce  ,: Smooth consistency with just a touch of chunkiness.  ,: www.heathotsauce.com  ,: The first thing that I pick up is a really sweet and fresh tomato aroma that quickly gets pushed to the side by the strong blast of the red habanero pepper as you get that naturally smoky and fruity habanero smell.  I can pick up in the back some light notes of onion and garlic.  ,":  Incredible, right away I can say that this is an all-purpose sauce.  Straight forward you get a combination of tomato and red habanero peppers that give you a fresh, savory, sweet and a touch of smoky combination that collide as it mixes with the onion, garlic and spices.  There is very little vinegar flavor which is nice, because it really brings out the flavor of the pepper and tomato.  This sauce would be fantastic on all BBQ’d meats, on your breakfast eggs, wings, pizza, steak, and pasta.  I’d give this sauce a 9.5/10  ",9.5,10.0,6.8,10.0
102,,,,,https://www.instagram.com/p/BKL8xw0hA5q/,,,,,,,,,
103,,: Trini Pepper Sauce Co.  ,"  This sauce is classified as hot, the scotch bonnet pepper alone is a decently hot pepper, plus adding the scorpion!  POW! But it's not the hottest scorpion sauce around and is tolerable and enjoyable. 7.8/10 on heat. ",": Scotch Bonnet Chili Pepper, Papaya, Vinegar, Garlic, Water, Prepared Mustard, Lemon Juice, Salt, Sugar, Cilantro, Trinidad Moruga Scorpion Chili Pepper  ",https://www.instagram.com/p/BKKFHO7h3wR/,: Trini Pepper Sauce  ,":  Smooth pour, it is a chunkier sauce, as you can see a lot of chunks and strands of pepper, seeds, and other ingredients mixed around in the sauce.  I adore the color!  ",: www.trinipeppersauce.co  ,":  Very interesting smell, as you can really smell the tropical fruity whiff of the scotch bonnet and scorpion pepper, along with the Papaya, but at the same time you get a strong mustardish vibe as both the fruity smell and the mustard collide creating a truly unique smelling sauce.  ",":  Right out he get go you get a touch of sweetness around the thick mustard body of the sauce.  The scotch bonnet peppers stay with you during the flavor journey as you get that tropical fruity and earthy flavor sensation, along with a touch of the papaya.  The mustard sticks around for a while and mixes in really well with the garlic and cilantro.  You get a savory sauce with just a little touch of sweetness from the peppers and sugar.  The scotch bonnet peppers and scorpion peppers collide really well, and as you swallow the sauce, you get blasted into flavor utopia as you get hit with the heat of the almighty scorpion pepper.  This is a great table sauce, and can be dumped on any savory dishes, especially chicken and pork.  9.5/10 on flavor.  ",9.5,10.0,7.8,10.0
104,,: High River Sauces  ," The mixture combination of all 3 peppers, gives you a good all-around mouth burn. This sauce would be a 4/10 on heat as I think everyone could enjoy this sauce.  ",": White Vinegar, Habanero Mash, Agave, Smoked Jalapeno, Roasted Red Pepper, Minced Garlic, lime Juice  ",https://www.instagram.com/p/BKJTFhohMNY/,: Hellacious Hot Sauce  ,": Very liquidious pour, a step higher then water.  You can see strands of pepper, and some seeds, and the garlic.  ",: www.highriversauces.com. ,": the smell is very simple, but robust, as you get this awesome bit of sweetness from the habanero and agave, but then you get this earthy smoky aroma which is probably from smoked jalapeno and roasted red pepper.  I can pull a bit of the garlic in the undertone, the vinegar is present but so far not overbearing.  The peppers really stand out.  ",": Wowzers, this stuff is fantastic.  Right off the bat you get kicked with the habanero mash as it gives you a total flavor bomb from the sweetness of the habanero pepper, agave, and lime juice but the the overall taste of this hot sauce is very robust, and smoky.  The roasted pepper, and smoked jalapeno and garlic mix together with the habanero mash to make a delicious sauce.  The vinegar is present, but it doesn’t bother me because of the rest of the ingredients kicking its ass.  I plan to marinate my burgers with this sauce before grilling them, and they are going to be bomb!  This is a very tasteful sauce for all grilled meats.  10/10 on flavor  ",10.0,10.0,4.0,10.0
105,,: Ass Kickin’  ," There is a very mild back of the throat burn that lingers for a few seconds, and im talking very mild.  I ate numerous handfuls of this stuff to make sure that I was not missing something, but no.  Anyone in the world could eat this stuff and be okay, maybe someone who is super sensitive to heat would find this hot, but they would be able to at least eat a handful comfortably.  1.3/10 on heat
",": Peanuts roasted in Peanut Oil, Sugar, Honey, Salt, Modified Potato Starch, Habanero Pepper and Keltrol  ",https://www.instagram.com/p/BJ5_wmxB72v/,: Habanero Honey Peanuts  ,,: www.asskickin.com ,": Interesting, I was expecting to smell some of the habanero powder but I don’t smell anything hot at all, I just smell normal honey roasted peanuts.  ",": Really crunchy and high quality peanut, you really get smooth and crunchy peanut bite, and you taste the sweet honey and sugar that is coating the peanut, but then as you chew the peanuts, and swallow it, you get a mellow habanero back of the throat burn that just kinda sits there and lingers.  The ass kickin line of sauces and snacks has never impressed me, and this one still has not impressed me.  It claims to be “Kick Yo’ Ass Hot!” but is not, its mediocre.  The flavor of the peanut is good but nothing that will blow you out of the water.  4.5/10 on taste, as it’s just a tad below being average, I’d give it a 5, but it was just a disappointment because I wanted more heat, out of something called “Ass Kickin” and the words ""habanero"". ",4.5,10.0,1.3,10.0
106,,: Mago ," this sauce is hotter then their original red sauce, as it does kick it up a notch.  The combination of the peppers give a nice tongue burn that lingers.  Most people can enjoy this sauce, but it is a tad hot.  4.5/10 on heat.  ",": Water, Thai Chilies, Jalapeno peppers, cider vinegar, habanero peppers, garlic, sea salt, brown sugar, dried onions, ginger, xanthan gum.  This product is gluten free, Vegan friendly, and has no preservatives or allergens. ",https://www.instagram.com/p/BJvlnT9BU7V/,: Roasted Green Thai Hot Sauce ,": A smooth pour, no chunks at all.  You can see some strands of pepper along with some pieces of garlic, onion, and ginger. ",":www.magohotsauce.com
",": The first thing I smell is a really earthy pepper smell, which comes from the jalapeno peppers and Thai chilies, but then I get this robust spice combination from the garlic, onions and ginger.  I can briefly smell the cider vinegar, and I do get a little smell hint of sweetness from the habanero pepper and brown sugar. ",": Bam, you taste the Thai chilies, because they have such a nice earthy robust flavor.  Seriously this stuff rocks!  The Thai chilies are roasted which make the flavor pop out.  You also get this very mellow sweetness from the habanero pepper and brown sugar that creates a nice touch as you swallow the sauce.  The vinegar is present, because it is a vinegar based sauce but since they use cider vinegar, it’s nothing overbearing.  The spices and ginger help balance the sauce.  This would be a great table sauce to dump on most food, especially burritos, and thai food. I’d give this sauce a 9/10 on flavor as well, and fully justifies itself to be partnered with the Mago red.  ",9.0,10.0,4.5,10.0
107,,": FYM hot sauce.  Taste: the only thing I know about this sauce is that it is made with raspberries, chocolate, and barrel aged porter.  Right off the bat you can taste that sweet fruity flavor of the raspberries but then you get this light and airy chocolate taste that combines really well with the porter.  You get a zip of the porter as you swallow the sauce.  I prefer the IPA sauce over this one, but is still a great sauce, and highly enjoyable.  I wish the raspberries could be toned down and the chocolate could be brightened because chocolate and porter is just a match made in heaven, and would make this sauce a very unique hot sauce.  Heat: this sauce is a step up from the IPA sauce, as you do get a really nice tongue burn.  I ate 2 tablespoons of this stuff, and my tongue got a nice little warm burn that felt great.  Still could be enjoyed by everyone, but the heat is a tad hotter and the heat does linger which is nice.  #hotsauce #porter #planktown #planktownbrewing #fymhotsauce #hotsauceoneverything #hotsauceinmybag #hot #spicy #chilihead #chiliheads #pepper #peppersauce"," this sauce is a step up from the IPA sauce, as you do get a really nice tongue burn.  I ate 2 tablespoons of this stuff, and my tongue got a nice little warm burn that felt great.  Still could be enjoyed by everyone, but the heat is a tad hotter and the heat does linger which is nice.  ",,https://www.instagram.com/p/BJisqkUBCM_/,: Plank Town Foggy Scotsman Porter Hot Sauce ,,": www.fymkickstarter.com and check out www.fymhotsauce.com Disclaimer: This sauce is not on the market yet, but will be soon.  You can support the Kickstarter page above to preorder the sauce.  I have no knowledge of the peppers used or the total ingredient list used for the sauces, so I will just be giving my overall opinion on the taste and heat without giving a number based rating, because I do not want to say anything misleading.  Thanks and Enjoy!  ",,": the only thing I know about this sauce is that it is made with raspberries, chocolate, and barrel aged porter.  Right off the bat you can taste that sweet fruity flavor of the raspberries but then you get this light and airy chocolate taste that combines really well with the porter.  You get a zip of the porter as you swallow the sauce.  I prefer the IPA sauce over this one, but is still a great sauce, and highly enjoyable.  I wish the raspberries could be toned down and the chocolate could be brightened because chocolate and porter is just a match made in heaven, and would make this sauce a very unique hot sauce.  ",,,,
108,,": FYM Hot Sauce Taste: Very flavorful, you get this smooth and savory sweet heat, this sauce is very fresh.  You can absolutely taste the double IPA beer in the sauce but it does not overwhelm the flavor.  It has a really great hop bite from the beer.  You can really taste the hoppiness.  This sauce would compliment any food, and would be an excellent marinade, or drenched over any food, especially if you have a nice cold IPA I'm sure both the beer and sauce would compliment each other perfectly.  The sauce starts with a sweet fruity citrus flavor that rolls off the tongue but then as you swallow the sauce you get that warm hoppy IPA flavor that rolls down your throat.  Fantastic Sauce!  Heat: I would consider this to be an average heat for a gourmet small batch hot sauce as it is slightly above average on heat when compared to most grocery store hot sauce, but it is a head leave that everyone could enjoy.  The heat does not linger.  #hotsauce #ipa #beer #chilihead #chiliheads #planktown #fym #fymhotsauce #spicy #hot #hotsauceinmybag #hotsauceoneverything #planktownbrewing #pepper #peppersauce"," I would consider this to be an average heat for a gourmet small batch hot sauce as it is slightly above average on heat when compared to most grocery store hot sauce, but it is a head leave that everyone could enjoy.  The heat does not linger.  ",,https://www.instagram.com/p/BJirrxYBSp_/,: Unobtainium IPA Hot Sauce ,,": www.fymkickstarter.com and check out www.fymhotsauce.com Disclaimer: This sauce is not on the market yet, but will be soon.  You can support the Kickstarter page above to pre-order this sauce.  I have no knowledge of the peppers used or total ingredient list used for these sauces, so I will just be giving my overall opinion on the taste and heat without giving a number based rating, because I do not want to say anything misleading.  Thanks and enjoy!  ",,": Very flavorful, you get this smooth and savory sweet heat, this sauce is very fresh.  You can absolutely taste the double IPA beer in the sauce but it does not overwhelm the flavor.  It has a really great hop bite from the beer.  You can really taste the hoppiness.  This sauce would compliment any food, and would be an excellent marinade, or drenched over any food, especially if you have a nice cold IPA I'm sure both the beer and sauce would compliment each other perfectly.  The sauce starts with a sweet fruity citrus flavor that rolls off the tongue but then as you swallow the sauce you get that warm hoppy IPA flavor that rolls down your throat.  Fantastic Sauce!  ",,,,
109,,: Hella Hot Hot Sauce ," this sauce has a good kick of habanero that lights up your tongue straight away, this is a very tongue dominate burn sauce, 6/10 on heat as its an above average burn. ",": Tomato, Habanero, Jalapeño, White Onion, Apple, Distilled Water, Garlic, Leek, Green Onion, Citrus Juice, Brown Sugar, Distilled Vinegar, Sea Salt, Chipotle Powder, Herbs and Spices.  ",https://www.instagram.com/p/BJa8ME3Byo_/,: Garlic Death Grip ,": Totally a chunkier sauce, you can still pour it out rather smoothly but it has some big chunks of garlic, onion, habanero, jalapeño and other ingredients.  ",: www.hellahothotsauce.com ,": As soon as I took the cap off, POW! Garlic stands in the major forefront, so right away you know that this is truly the garlic death grip.  I can also get strong hints of the onion, habanero, and tomato.  ",": This is a interesting and unique sauce to say the least, it has an extremely strong garlic and onion flavor which is expected in this sauce, which shadows over the flavor of the peppers to a degree, but the heat is totally there!This sauce has a very earthy flavor, due to the number of veggies.  You get some sweetness but it's very light.  The vinegar is not overbearing.  If you like garlic and onion you will enjoy this sauce a lot.  My biggest issue is finding stuff that I would use with this sauce, because it's not the type of sauce you can just dump on food.  Instead this sauce would be better used as a cooking ingredient such as a marinade for meats or added to homemade soup, 7.8/10 on flavor. ",7.8,10.0,6.0,10.0
110,,: Defcon Sauces ," this is hot but not as hot as the warning label leads you to believe. Nice all around burn. 5.5/10 on my heat scale as I think most people could handle this sauce, but it is hotter than average.  ",": Aged cayenne peppers, distilled vinegar, water, salt, garlic powder, cream, white wine vinegar, natural flavors, and pepper extract.  All natural, No MSG, and gluten free.  ",https://www.instagram.com/p/BJMXFZ5hql-/,: Defense Condition 1 All-Purpose Wing Sauce Extreme Heat ,": thick sauce, slowly dribbles out of the bottle like silk.  ",: www.defconsauces.com ,": smells like a typical cayenne wing sauce, I do get the vinegar, garlic powder, and something else but I can't put my finger on it. ",": This is a beautiful and hot wing sauce, you straight up get that nice thick wing sauce coating around your mouth as you taste the aged cayenne pepper, vinegar, and garlic powder.  I believe the cream that is used is a great thickener compared to Xantham gum and adds more flavor and texture to the sauce.  The heat is mainly from the pepper extract which I believe is a habanero pepper extract that is all natural.  He uses just a tad of the extract so that it does not overwhelm or destroy the flavor.  It's a perfect balance of heat and flavor.  I tried it on some boneless wings and they were bomb! I'm going to go through this like ketchup.  No wonder this sauce has won many awards including the screaming Mimi! This would go great on anything fried, pizza, pasta, sandwiches, or anything else you would put wing sauce on! 9.8/10 on flavor. ",9.8,10.0,5.5,10.0
111,": A dark red color with some seeds and garlic seen throughout the sauce, including strands of pepper.  ",: Bravado Spice Co.  , the combo of the Arbol chili and jalapeño give you a mild-medium tongue and lip burn.  I think anyone could enjoy this sauce as a typical table sauce instead of cholula or Tabasco.  3/10 on heat.  ,": Arbol Chilies, Red Jalapeños, White Wine Vinegar, Garlic, Sea Salt, Sugar ",https://www.instagram.com/p/BJLoyZkhxnM/,: Crimson Hot Sauce ,": Very liquidious pour, the same type of consistency as your typical grocery store Tabasco sauce.  ",: www.bravadospice.com ,": straight up pepper smell, you can really get that natural and earthy smell from the small Arbol chilies, along with the fresh red jalapeños, but then you get a hint of the garlic and white wine vinegar.  ",": Alright, this is a superb and delicious vinegar based table sauce.  The Arbol chilies and red jalapeños are the forefront of flavor in this sauce, as you get that earthy, natural, kinda nutty flavor from the Arbol chili, but then you get the combination from the sweet red jalapeño which combines really well together.  Then you get hit with a nice garlic note, and then ending with the light zip of the white wine vinegar.  I think the white wine vinegar is a great choice compared to other vinegar options.  I really enjoy how the vinegar and sweetness clash together.  This sauce would be great on wings, especially if you add some melted butter to the sauce, along with Mexican dishes, pizza, and fried chicken.  Strong 9.5/10 on flavor.  This is seriously a great vinegar based red sauce that can be used on EVERYTHING.  ",9.5,10.0,3.0,10.0
112,,: Mazi ," low to moderate heat, as it sets off a good medium level sauce.  The Piri Piri pepper gives you an earthy zingy throat burn that is very relaxing and warm.  This sauce can be enjoyed by most especially if used as a marinade.  I'd give this a 3.5/10 on heat.  ",: found in the description.  ,https://www.instagram.com/p/BJBYN10h4LO/,: Piri Piri Sauce ,": no chunks, smooth pour, but not super runny, it's like a lighter ketchup.  ",: www.mazi401.com ,": the first thing I smell is that super fresh tomato sauce smell, but then you can get the little sting of the distinct Piri Piri pepper and the zing of the garlic and lemon juice.  The oil and vinegar sits in the middle and I don't smell the whiskey.  ",": the first thing you taste is the tomato and it has a nice sweetness but then the Piri Piri pepper hits you and gives you that whole mouth flavor of the pepper.  The oil and vinegar is heavily present in this sauce, so if you are not into oil or vinegar based sauces you may want to stay clear of this, but that being said, this is a true and authentic Portuguese hot sauce and by far one of the better Piri Piri sauces I have tasted.  The garlic and whisky come in as an after tone.  This would go great marinated on ribs, or Portuguese style steak and chicken.  I would give this sauce a 7.5/10 on flavor.  ",7.5,10.0,3.5,10.0
113,,,,,https://www.instagram.com/p/BI5uvbHB9NG/,,,,,,,,,
114,,: Mago Hot Sauce ," even though this is a habanero sauce, the heat is mild which makes this sauce usable by everyone.  Seriously, anyone could enjoy this sauce.  3/10 on heat as its about a notch hotter then a typical grocery store sauce.  ",": chili peppers (Fresno, habanero), water, cider vinegar, malt vinegar, sea salt, garlic, dried onion, xantham gum.  This product is gluten free, no preservatives, no allergens, and is vegan friendly.  ",https://www.instagram.com/p/BIvnLonBLAH/,: Roasted Habanero ,": A very smooth and silky consistency, you can see some strands of pepper and seeds within the sauce along with some of the onion and garlic.  ",: www.magohotsauce.com  ,": the smell is simple but refreshing as you get a hint of sweetness from the habanero and Fresno pepper but then get hints of garlic, and onion along with the cider vinegar, I don't pick up much of the malt.  ",": wow, bam.  This is a great table sauce guys.  You get this light sweetness from the peppers along with a hint of smokeyness from the Fresno.  It's super refreshing and smooth.  As the sauce hits your tongue you get the garlic and onion.  The vinegar is present but not overbearing as this is a vinegar based sauce with an emphasis on the peppers.  The silkiness of the sauce coats your whole mouth in a nice way.  This sauce would be great on tacos, chicken, red meat, and used as a dip. 9/10 on flavor.  Awesome! ",9.0,10.0,3.0,10.0
115,,: Hella Hot Hot Sauce , the mixture of the Birds eye and habanero give this sauce a unique and hard hitting burn as both peppers give you an instant tongue and throat burn that lingers for a while.  This sauce is hot and will truly give you a Brain Jerk 8/10 on heat.  Tags: ,": Orange Juice, Distilled Water, Red Bell Pepper, African Birds Eye pepper, Habanero, Shallot, Distilled Vinegar, Coconut Oil, Chipotle Powder, Lemon twist, Sea Salt, Garlic, Herbs and Spices.  ",https://www.instagram.com/p/BIgRal8BcbH/,: Brain Jerk ,": very straightforward and easy pour, almost looks to be creamy but also chunky as you can see all the ingredients put into this sauce, as you see some herbs, garlic, and pepper seeds.  ",: www.hellahothotsauce.com ,": the first thing I smell is the distinct birds eye chili pepper, along with the sweetness of the orange juice and habanero.  The sauce has a very unique aroma as you can't really pick out one or two individual ingredients because there are so many mixed into this sauce.  ",": right off the bat you get this sweet and smokey taste in your mouth as you get a citrus tang from the orange juice and habanero, but then directly after you get this smokey hit from the birds eye chili.  This sauce hits you fast with the heat.  It's a very natural and smooth tasting sauce, as you don't really taste the vinegar.  This sauce has a great consistency and would be great to be used as a table sauce.  Pizza, chicken, steak, burgers, anything you would typically pour hot sauce on, this would rock, as you get a smokey sauce with a bit of sweet citrus and garlic and herbs. 8.7/10 on flavor.  ",8.7,10.0,8.0,10.0
116,,,,,https://www.instagram.com/p/BIf7y8yh27s/,,,,,,,,,
117,,: Bravado Spice Co.  ," Very mild, light tongue burn and throat burn that dissipates rather quickly. 2/10 on heat.  ",": Green Apple, Poblano peppers, Jalapeño, White wine vinegar, Garlic, Sea salt.  This product is 100% vegan friendly.  ",https://www.instagram.com/p/BIVyIWjhtNF/,: Jalapeño & Green Apple Hot Sauce.  ,": the sauce is much thicker than their ghost pepper and habanero sauce.  I actually had to hit the spoon a bit to get the sauce to come out, which was a good thing.  It is rather nice to see a little change in the sauce consistency from this company.  You can see the mashed up peppers and apple.  ",,": the first thing I smell is peppers, as you really get that earthy poblano and jalapeño aroma, but then you get the sweet undertone of the green apple and hint of garlic.  The aroma is very simple and straightforward like the ingredients.  ",": At first taste you get the sweet and sour zing from the apples, the apples are a huge part of the flavor profile of this sauce.  The green apple has such a distinct sweet and sour flavor that it detracts a bit of the earthiness of the peppers, as the apples are in the forefront of flavor and the peppers lurk in the background.  You then get a bit of the garlic and salt along with the zip of white wine vinegar as you finish the sauce.  Personally, I think apple cider vinegar may work better for this sauce.  I will say I'm not a huge fan of green sauces, but this sauce is one of the better green sauces I have ever had, as it's naturally sweet and earthy and tastes refreshing.  This would go great on fish tacos, eggs, breakfast food, and a refreshing summertime dish. A 6/10 personally but if someone enjoyed green sauce a lot, they would bump up the score.  ",6.0,10.0,2.0,10.0
118,,,,,https://www.instagram.com/p/BINV1EghB7c/,,,,,,,,,
119,,: Lucky Dog ," once you swallow the sauce, the heat strikes, as the Thai chili gives you a pleasant roof of the mouth and tongue burn that sticks around for a while but doesn't harm you.  3.5/10 on heat as I think the general public would enjoy this sauce.  ",": Pineapple, Rice Vinegar, Onion, Roasted Garlic, Honey, Dried Red Chilies, Toasted onion, Sea Salt, Agave, Lime Juice, Ginger, Dried Garlic, mustard flour, toasted sesame seeds.  ",https://www.instagram.com/p/BIEQopFB2L6/,: Year of the Dog Thai Chilie Pineapple Hot Sauce ,,,": the first thing I smell is the garlic and onion, as it pops into my nostrils, but then I can smell the pineapple, ginger and the distinct Thai chili smell.  ",": PINEAPPLE, but then onion, garlic and honey surround your tastebuds giving you this sweet and savory sauce that you will instantly love, seriously holy hell.  The ginger pops out right at the end along with a hint of sesame.  I tried this on a microwaveable frozen General tso chicken and it turned the food into a flavor utopia.  The ginger and Sesame really stood out when applied to the food.  The rice vinegar was a great choice as it doesn't mask the flavor.  10/10 on flavor as I really feel like this hits the mark as being classified as a gourmet hot sauce.  I could see this on steak, burgers, Chinese food, pizza, and poured on a sandwich.  Very versatile sauce.  ",10.0,10.0,3.5,10.0
120,,: Angry Goat Pepper Co.  ," this sauce is going to kick you around, as habanero peppers and scorpion peppers strike the back of the throat and tongue instantly.  This is a chilihead sauce.  8.8/10 on heat.  Tags: ",": Prickly pear cactus juice, agave nectar, habanero peppers, jalapeño peppers, red bell peppers, Apple cider vinegar, strawberries, pure cane sugar, lemon juice, lime juice, sea salt, scorpion peppers.  ",https://www.instagram.com/p/BH8HyWHhM0A/,: Purple Hippo Hot Sauce ,,,": the smell is truly unique as you can instantly pick up the strange sweetness of the prickly pear and the agave nectar, but then get a blast of the peppers.  You can smell the habanero and jalapeño, and a bit of the red bell and scorpion.  You also get a whiff of the tanginess of the juices.  ",": really unbelievable flavor, initially you get struck with this super sweet watermelon/bubblegumish flavor along with a honey like taste from the agave, and the fruitiness of the strawberries, but then BAM! You get hit with the heat and flavor of the peppers very shorty after, as you get the sweetness of the habanero and scorpion peppers along with earthy notes from the jalapeño and red bell, then to top it off you get the crispness of the juices and vinegar.  This sauce has a thick and chunky consistency.  This would go great on chicken, pork, ice cream, chicken and waffles really comes to mind.  Really multipurpose sauce.  9.8/10 on flavor, as this is truly a beautiful gourmet and unique sauce.  ",9.8,10.0,8.8,10.0
121,,,,,https://www.instagram.com/p/BHx3OQvhWBQ/,,,,,,,,,
122,": the color is really scary, as it has a brownish black color.  ",: Quaker Steak & Lube Restaurant.  ," You would think that this sauce would be an extract based sauce because of the bottle and packaging but there is no extract used in this sauce.  It does give a good natural habanero burn and it will give you a back of the throat and mouth burn almost instantly.  If you drenched some wings with this sauce, you will be in for a sweat induced burn.  7.5/10 on heat, because it really gives you a good habanero burn.  A full tablespoon of this stuff and you will be sweating.  Tags: ",": Aged Cayenne Pepper, Water, Distilled Vinegar, Habanero pepper, spices, Salt, Vegetable oil, modified food starch, Garlic, Xantham Gum, Sodium Benzoate.  ",https://www.instagram.com/p/BHxjf-ABpZO/,: Atomic Wing Sauce ,: it has a thick consistency almost the same consistency as A1 steak sauce.  ,: www.thelube.com.  ,": it smells like a typical wing sauce, you can pick up the vinegar and cayenne pepper, but then you can start to smell the habaneros very lightly, but there is a bit of a chemical smell.  Something unnatural.  ",": Instant taste of vinegar and cayenne peppers, it has just a normal wing sauce flavor but then you get this instant kick of habanero peppers which offer a bit of sweetness to the sauce.  There is not really anything interesting to say about this sauce as it is just very typical.  You can taste a few spices and a small hint of garlic.  This would go great on wings (obviously), pizza and if you were really crazy, use this as a dip on raw shrimp.  I would give this a 5/10 on flavor because it's honestly just an average flavor.  ",5.0,10.0,7.5,10.0
123,": A gold yellow and orange color, which really sets off a tropical vibe.",: Bravado Spice Co.  ," the sweetness of the sauce really lowers the heat level of the habanero pepper, they also removed the seeds.  This sauce can be enjoyed by most people.  A light back of the throat and tongue burn.  4.3/10 on heat.  Tags: ",": Pineapple, Habanero, Yellow Bell Pepper, White Wine Vinegar, Garlic, Sea Salt. 100% Vegan Friendly.  ",https://www.instagram.com/p/BHnG8pxhuz_/,: Pineapple & Habanero ,": Just like their ghost pepper sauce, this sauce is very thin and runny, which is not a bad thing because thin and chunky sauces each have their own separate place in the hot sauce realm.  ",: www.bravadospice.com.  ,": interesting smell, because right off the bat I smell the yellow bell peppers and habanero before smelling the pineapple, but you get this really sweet smelling undertone from the pineapple, as well as a hint of the garlic.  ",": BAM! Sweetness!  You get this crazy natural sweetness from the combination of habanero peppers and pineapple, along with fruity notes of the yellow bell pepper, then you get an after tone of the garlic in the back of the throat.  I did not get any sting from the vinegar which is nice for a sweet sauce.  Honestly, a beautiful sauce, the initial taste is like drinking straight pineapple juice.  This is a basic sauce, with a brilliant execution.  If you are a chilihead you would probably enjoy drinking right from the bottle.  This sauce would go great on chicken, fish tacos, seafood, or a marinade, also Hawaiian pizza comes to mind.  9.3/10 for flavor.  ",9.3,10.0,4.3,10.0
124,: clear like straight vinegar.  ,: Don't deserve a shoutout.  ," The heat level of black pepper, like what.  I cannot even give this a heat rating.  The vinegar gives you more of a sting then the black pepper. 😷😷😵😵. Tags: ",": (this is hilarious) Vinegar, onion juice, garlic juice, pepper, salt & natural flavoring.  ",https://www.instagram.com/p/BHgKlzVhvkL/,: Original Moonshine Hot Sauce.  ,: the same consistency of water.  ,,": smells straight up like vinegar and then, oh god.  I actually gagged at the smell of this, the onion juice and garlic juice are super potent and strong.  It has a very ghastly smell.  ",: I didn't have the guts to eat a whole tablespoon of this stuff so I tried just a dot on a spoon and I cannot describe the flavor to you other then its awful and disgusting.  This sauce is getting a 0/10 on flavor.  I would not give this sauce to my worst enemy.  This is disgusting and shouldn't even be allowed to be sold.  I would not put this on any food. Stay far far away.  ,0.0,10.0,,
125,,,,,https://www.instagram.com/p/BHajehYBeov/,,,,,,,,,
126,: Dark purple color.  ,: Bravado Spice Co.  ," this sauce does give you a good ghost pepper burn.  This sauce is hot.  You get an instant tongue and roof of the mouth burn and then as you swallow the sauce you get a back of the throat burn that continues to creep up on you, hence the name ghost pepper.  The heat builds for a while and will give you a good kick.  8/10 for heat!  Tags: ",": Blueberry, Raspberry, White wine vinegar, Ghost pepper, Ground black pepper, Sea Salt.  This product is 100% Vegan.  ",https://www.instagram.com/p/BHVJHfwhvFG/,: Ghost Pepper & Blueberry ,": Extremely liquidious pour,  no chunks at all, water like consistency, relatable to Tabasco.  ",,": the first thing I smell is the blueberry and raspberry combo, but then you get a sting in your nose from the ghost pepper, and a slight hint of black pepper.  ",": You get an instant sweetness from the blueberry with a little sour bite from the raspberry, but overall you get the smokey ghost pepper flavor.  This sauce is very sweet, but I feel like the amount of vinegar detracts from the flavor even using white wine vinegar, it's a bit overwhelming.  You get the little aftertaste of the black pepper towards the end.  My hardest issue is finding food to pair well with this sauce, considering it's super sweet and fruity flavor and water like consistency, this would work well as a marinade, or on ice cream, or even some blueberry ghost wings.  I would give give this sauce a 7/10 on flavor.  ",7.0,10.0,8.0,10.0
127,,,,,https://www.instagram.com/p/BHQBY4ZhLjH/,,,,,,,,,
