desc,mfc,names,price,url
"
A tasty blend of sweet red and Goldew Peppadew peppers mixed with the perfect amount of honey, vinegar, Habanero chile, onion and garlic to make a sweet and spicy sauce full of flavor.
Heat Level: Medium
Ingredients: Peppadew Piquante and Peppadew Goldew Peppers (Piquante peppers, Water, Sugar, Vinegar, Salt, Citric Acid, Ascorbic Acid & Calcium chloride), Honey, Habanero peppers, Granulated honey, Onion, and Garlic
5 oz
",Voodoo Chile Sauces, Voodoo HoneyDoo    ,$ 6.49,https://heathotsauce.com/collections/all/products/voodoo-honeydoo
"
A tropical blend of pineapple, guava, papaya, and honey, along with datil, reaper, and scotch bonnet chiles.
Heat Level: Medium
Ingredients: Pineapple juice, Guava nectar, Pineapple, Papaya, Guava, Honey, Apple cider vinegar, Brown sugar, Chile pepper blend (Datil, Smokin' Ed's Carolina Reaper & Scotch Bonnet), Turbindo sugar, Lime juice, Himalayan salt, Onion powder, Monosodium glutamate, Citric & ascorbic acid, garlic powder, and Spices.
5 oz
",Voodoo Chile Sauces, Psycho Tropic    ,$ 6.99,https://heathotsauce.com/collections/all/products/psycho-tropic
"
A delicious blend of some of the planet’s most intense antioxidants. Ingredients include cranberries, blueberries, carrots, black cherries, pomegranate juice, ginger, green tea and more.
Heat Level: Mild
Ingredients: Voodoo D-Tox, a secret blend of Hot Peppers, carrots, turbinado sugar, red wine vinegar, balsamic vinegar, Himalayan salt, onion powder & spices.
5 oz
",Voodoo Chile Sauces, Voodoo Phoenix    ,$ 7.99,https://heathotsauce.com/collections/all/products/voodoo-phoenix
"
An exceptionally smooth, delicious verde sauce that was originally commissioned as a gift to the cast & crew of American Horror Story.
Heat Level: Mild
Ingredients: Fire roasted Jalapeño peppers, tomatillos, apple cider vinegar, Serrano peppers, lime juice, Habañero peppers, toasted garlic, onion, cilantro, Himalayan pink salt, coriander seed, yeast extract & citric acid.
5 oz
",Voodoo Chile Sauces, Voodoo Freak Show    ,$ 6.99,https://heathotsauce.com/collections/all/products/voodoo-freak-show
"
An Italian inspired sauce made with a delicious blend of tomato, basil and Ghost peppers.  
Heat Level: Medium
Ingredients: Tomato Puree (tomato, water), Red Wine Vinegar, Sugar, Ghost Pepper, Himalayan Salt, Onion, Garlic & Thai Chile Powder, Thyme, Ascorbic Acid, Citric Acid, Basil, Oregano.
5 oz
",Voodoo Chile Sauces, Bhuty Thyme    ,$ 6.99,https://heathotsauce.com/collections/all/products/bhuty-thyme
"
A taco sauce full of bacon-y goodness. A step up in heat compared to Voodoo's original Porcus Infernum, with an extra dash of spices like cumin to perfectly compliment tacos.
Heat Level: Medium
Ingredients: Diced Tomatoes, Apple Cider Vinegar, Chile Pepper Blend, Heart of Porcus, Onion, Lime Juice, Himalayan Pink Salt, Raw Cane Sugar, Cumin, Garlic Powder, Coriander & Oregano. 
5 oz
",Voodoo Chile Sauces, Bacon Taco    ,$ 5.99,https://heathotsauce.com/collections/all/products/bacon-taco
"
A classic toffee made with bacon and ghost peppers for a delicious smoky & spicy twist.
Heat Level: Hot
Ingredients: Sugar, Dark Chocolate, Corn Syrup, Bacon, Chile Peppers, Ghost Chile Peppers, Lecithin and Salt.
",Madison Chocolatiers, Sweet Burn Butter Toffee with Bacon & Ghost Peppers    ,$ 8.99,https://heathotsauce.com/collections/all/products/sweet-burn-butter-toffee-with-bacon-ghost-peppers
"
A delicious mild Jalapeno sauce made with a bit of raw wildflower honey for some natural sweetness.
Heat Level: Mild
Ingredients: Jalapenos, Vinegar, Wildflower Honey, Lime Juice.
5 oz
",PexPeppers, BeeBomb Red Jalapeno Honey    ,$ 7.99,https://heathotsauce.com/collections/all/products/beebomb-jalapeno-honey-hot-sauce
"
This unique sauce is made with Black Garlic - garlic that has been slowly heated for a several weeks to develop a rich roasted, caramelized flavor that is unlike any other. This sauce highlights that flavor, along with jalapenos and habaneros for a medium kick. 
Heat Level: Medium
Ingredients: Hot peppers (Jalapeno, Habanero), vinegar, tomatoes, sugar, onions, garlic, organic black garlic, salt, spices, olive oil, herbs.
5 oz
",Jersey Barnfire, Jersey Barnfire Black Garlic    ,$ 9.99,https://heathotsauce.com/collections/all/products/jersey-barnfire-black-garlic
"
Three delicious flavors of hot sauce from Char Man Brand. 

Verde Hot Sauce
Original Hot Sauce
Caribbean Hot Sauce

FREE SHIPPING
",Char Man, Char Man Brand 3-Pack    ,$ 23.50,https://heathotsauce.com/collections/all/products/char-man-brand-3-pack
"
A flavorful taco-style sauce made with Carolina Reapers, along with Serrano, Cayenne, Ghost, and Ancho, along with a bit of sweetness from brown sugar.
Heat Level: Extra Hot
Ingredients:  Distilled Vinegar, Chile Peppers (Serrano, Reaper, Cayenne, Ghost, Ancho), Brown Sugar, Garlic, Salt, Onion, Cumin. 
6.8 oz
",CaJohn's, La Segadora Reaper Sauce    ,$ 11.99,https://heathotsauce.com/collections/all/products/el-segadora-reaper-sauce
"
This sauce has a bright fresh pineapple flavor followed by subtle smoky undertones. Great for grilling, marinating, dipping, and glazing.
Heat Level: Mild
Ingredients: Fresh Pineapple, Pineapple Juice, Distilled White Vinegar, Chipotle Pepper, Roasted Garlic, Onion Powder, Salt, Xanthan Gum, Lime Juice.
Awards:
2nd Place Cooking Sauce - 2013 The Hot Pepper Awards2nd Place Fruit Based - 2014 Fiery Food Challenge2nd Place Specialty Category - 2014 Chile Pepper Awards
8 oz
 
",Born to Hula, Born to Hula Smokin' Pineapple    ,$ 6.99,https://heathotsauce.com/collections/all/products/born-to-hula-smokin-pineapple
"
A unique blend of habaneros, peaches, and a complex mix of spices. 
Each bottle also comes with a small toy dinosaur, which are placed on each bottle by John's son.
Heat Level: Medium Hot
Ingredients: Peaches, Habaneros, Vinegar, Sugar, Molasses, Mustard, Spices.
5 oz
",Infinity Sauces, Tri-Haba-Saurus Rex    ,$ 8.99,https://heathotsauce.com/collections/all/products/tri-haba-saurus-rex
"
A classic Louisiana-style vinegar based sauce made with ancho chiles, which have a delicious natural sweetness, and some habaneros for a bit of a kick. 
Heat Level: Medium
Ingredients: Distilled White Vinegar, Red Bell Pepper, Ancho Chile, Habanero Peppers, Garlic, Salt, Onion Powder, Cumin, and Lime Juice. 
Awards: 
1st Place Pepper Blend - 2011 The Hot Pepper Awards1st Place Pepper Blend - 2013 Golden Chile Winner ""Fiery Food Challenge""
5 oz
",Born to Hula, Born to Hula Habanero Ancho    ,$ 5.99,https://heathotsauce.com/collections/all/products/born-to-hula-habanero-ancho-hot-sauce
"
A classic Louisiana-style vinegar based cayenne sauce. The perfect gourmet replacement for Tabasco. Great on eggs and wings.
Heat Level: Mild
Ingredients: Distilled White Vinegar, Red Bell Pepper, Cayenne Peppers, Garlic, Salt, Onion Powder, Cumin, and Lime Juice.
Awards: 
2012 1st Place Louisiana style ""Lenny Awards""
2012 1st Place Cayenne ""The Hot Pepper Awards""
2013 1st Place Cayenne ""Chile Pepper Awards""
2013 3rd Place Cayenne ""Fiery Food Challenge""
5 oz
",Born to Hula, Born to Hula Cayenne    ,$ 5.99,https://heathotsauce.com/collections/all/products/born-to-hula-cayenne-hot-sauce
"
A sauce made with green (unripe) Carolina Reapers, Jolokia, 7-pot, and Moruga Scorpion peppers, along with classic verde sauce ingredients like Jalapenos, Serranos, Tomatillos, Roasted Garlic and some Granny Smith apples. 
Heat Level: Hot
Ingredients: Jalapeno Pepper Blend (jalapeno, hot cherry, cayenne, jolokia, 7-pot, moruga scorpion, carolina reaper), Water, Tomatillos, Granny Smith Apples, Roasted Garlic, Scallions, Serrano Pepper Blend (serrano, hot cherry, cayenne, jolokia, 7-pot, moruga scorpion, carolina reaper), Cilantro, Sea Salt, Lime Juice, Cumin. 
5 oz
",Hellfire Hot Sauce, Hellfire Zombie Snot    ,$ 9.99,https://heathotsauce.com/collections/all/products/hellfire-zombie-snot
"
A multi-award winning sauce featuring orange habaneros, moruga scorpions, and 7-pot chile peppers, along with mango, papaya, pineapple, and mandarin oranges. To top it off, they add a hint of Caribbean spiced rum, allspice, ginger, and lots more. 
Heat Level: Extra Hot
Ingredients: Distilled Vinegar, Mango, Orange Habanero, Mandarin Oranges, Moruga Scorpion, Red 7-Pot Peppers, Papaya, Pineapple, Spiced Rum, Peaches (peaches, water, ascorbic acid, citric acid, natural flavor, sugar), Sugar, Garlic, Brown Sugar, Allspice, Vanilla Extract, Ginger, Curry, Cinnamon, Cumin, Cloves.
6.8 oz
",Hellfire Hot Sauce, Hellfire The Elixer    ,$ 12.99,https://heathotsauce.com/collections/all/products/hellfire-the-elixer
"
Hellfire's mildest offering, this sauce features flavorful jalapeno peppers, sun-dried tomatoes, and a unique blend of spices that makes it a perfect go-to table sauce.
Heat Level: Medium
Ingredients: Water, Red Jalapenos Peppers, Distilled Vinegar, Tomatillos, Garlic, Sun-dried Tomatoes, Chili Powder, Anaheim Chile Powder, Cilantro, Cayenne Pepper, Garlic powder, Burgundy Cooking Wine, Balsamic Vinegar, Cumin, Brown Sugar, Paprika, Lime Juice, Lemon Juice, Curry, Coriander. 
5 oz
",Hellfire Hot Sauce, Hellfire Gourmet MMXV    ,$ 7.99,https://heathotsauce.com/collections/all/products/hellfire-gourmet-mmxv
"
Hellfire's classic Gourmet Green sauce, with tomatillos, cilantro, granny smith apples, and scallions. 
Heat Level: Medium
Ingredients: Jalapeno Pepper Blend (jalapeno, hot cherry, cayenne, jolokia, 7-pot, moruga scorpion, carolina reaper), Water, Tomatillos, Granny Smith Apples, Distilled Vinegar, Roasted Garlic, Scallions, Serrano Pepper Blend (serrano, hot cherry, cayenne, jolokia, 7-pot, moruga scorpion, carolina reaper), Cilantro, Sea Salt, Lime, Cumin.
5 oz
",Hellfire Hot Sauce, Hellfire Gourmet Green    ,$ 7.99,https://heathotsauce.com/collections/all/products/hellfire-gourmet-green
"
The 2016 edition of Hellfire's classic Gourmet Green sauce, with the addition of fire-roasted jalapenos and roasted garlic, along with tomatillos, cilantro, granny smith apples, and scallions. 
Heat Level: Medium
Ingredients: Fire-Roasted Jalapeno Pepper Blend, Distilled Vinegar, Mean Green Pepper Blend (jalapeno, hot cherry, cayenne, jolokia, 7-pot, moruga scorpion, carolina reaper), Tomatillos, Granny Smith Apples, Roasted Garlic, Scallions, Cilantro, Sea Salt, Lime, Cumin.
5 oz
",Hellfire Hot Sauce, Hellfire Gourmet Green 2016    ,$ 7.99,https://heathotsauce.com/collections/all/products/gourmet-green-2016
"
An extreme vinegar-free blend of blend of bhut jolokias, trinidad scorpions, red 7-pots, and chocolate habaneros. 
Heat Level: Extreme
Ingredients: Bhut Jolokia Peppers, Trinidad Scorpion Peppers, Red 7-Pot Peppers, Chocolate Habanero Peppers, Sun-Dried Tomatoes, Garlic, Sea Salt, Cumin, Lemon Juice.
5 oz
",Hellfire Hot Sauce, Hellfire Fiery Fool    ,$ 14.99,https://heathotsauce.com/collections/all/products/hellfire-fiery-fool
"
One of Hellfire's hottest sauces, featuring a wide variety of chiles along with pomegranate vinegar and sun dried tomatoes.
Heat Level: Extreme
Ingredients: Cayenne, Bhut Jolokia, Distilled Vinegar, Red 7 Pot Peppers, Red Habaneros, Garlic, Trinidad Scorpion, Red Jalapenos, Orange Habaneros, Ghost Chile Powder, Cilantro, Pomegrantate Vinegar, Onions, Sun-Dried Tomatoes, Sea Salt, Cumin, Lime Juice, Curry, Coriander, Water, Lemon Juice.
5 oz
",Hellfire Hot Sauce, Hellfire Pure Hell    ,$ 8.99,https://heathotsauce.com/collections/all/products/hellfire-pure-hell-1
"
A blend of ghost, scorpion, red 7 pot, and chocolate habaneros, along with sun-dried tomatoes, garlic, and lemon. No added vinegar!
Heat Level: Extreme
Ingredients: Bhut Jolokia Peppers, Trinidad Scorpion, Red 7 Pot Peppers, Chocolate Habaneros, Sun-Dried Tomatoes, Garlic, Sea Salt, Cumin, Lemon Juice.
5 oz
",Hellfire Hot Sauce, Hellfire First Blood    ,$ 11.99,https://heathotsauce.com/collections/all/products/hellfire-first-blood
"
Featuring the hottest chile in the world, the Carolina Reaper, along with a hint of curry, citrus, and red wine vinegar.
Heat Level: Extreme
Ingredients: Carolina Reaper Peppers, Distilled Vinegar, Garlic, Red Wine Vinegar, Apple Cider Vinegar, Sun-Dried Tomatoes, Onions, Salt, Cilantro, Curry, Chili Powder, Black Pepper, Paprika, Cumin, Lime Juice, Lemon Juice, Coriander, Ginger.
5 oz
",Hellfire Hot Sauce, Hellfire Fear This Carolina Reaper Hot Sauce    ,$ 15.99,https://heathotsauce.com/collections/all/products/hellfire-fear-this
"
One of Hellfire's hottest sauces, the Extreme Chilehead version of Pure Hell features 30% more pepper mash than the original.
Heat Level: Extreme
Ingredients: Cayenne, Bhut Jolokia, Distilled Vinegar, Red 7 Pot Peppers, Red Habaneros, Garlic, Trinidad Scorpion, Red Jalapenos, Orange Habaneros, Ghost Chile Powder, Cilantro, Pomegrantate Vinegar, Onions, Sun-Dried Tomatoes, Sea Salt, Cumin, Lime Juice, Curry, Coriander, Water, Lemon Juice.
5 oz
",Hellfire Hot Sauce, Hellfire Pure Hell Extreme Chilehead Version    ,$ 11.99,https://heathotsauce.com/collections/all/products/hellfire-pure-hell
"
A superhot blend of flavorful peppers. This stuff is hot!
Heat Level: Extra Hot
Ingredients: Hot Chile Pepper Blend (jolokia peppers, scorpion peppers, and red 7-pot peppers), Water, Apple Cider Vinegar, Distilled Vinegar, Garlic, Cinnamon Whiskey, Sun-dried tomatoes, Smoked Ghost Chile Powder, Red Thai Curry Powder, Black Pepper, Cumin.
5 oz
",Hellfire Hot Sauce, Hellfire Evil Bastard    ,$ 12.99,https://heathotsauce.com/collections/all/products/hellfire-evil-bastard
"
This multi-award winning sauce combines 4 of the hottest yellow peppers along with the sweetness of pineapple, pears, oranges, and papaya.
Heat Level: Extra Hot
Ingredients: Yellow Brain Strain, Fatalii, Trinidad Yellow 7-Pot, Yellow Bhut Jolokia, Yellow Scorpion, Pineapple, Pears, Oranges, Papaya, Vinegar, Sugar, Salt, Spices
Awards: 
1st Place Scovie Award, 2016
1st Place Screaming Mimi Award, Fruit Based
5 oz
",Hellfire Hot Sauce, Hellfire Devils Gold    ,$ 9.99,https://heathotsauce.com/collections/all/products/hellfire-devils-gold
"
A sweet and savory ghost pepper sauce with a manageable heat level and tons of flavor!
Heat Level: Hot
Ingredients: Mango, Red Bell Pepper, Sweet Onion, Capsicum Chinense Peppers, Vinegar, Salt, Garlic.
5 oz
",Sweet Savina Sunrise, Sweet Savina Sunrise Ghost Pepper Sauce    ,$ 7.99,https://heathotsauce.com/collections/all/products/sweet-savina-sunrise-ghost-pepper-sauce
"
Men Pa'w is a unique Haitian style hot sauce full of flavor. It features a blend of Chocolate Habanero, Red Habanero, and Fatalii Peppers (among others), along with olive oil and Haitian spices.
Curious what the name means? According to Carline: ""As for The name Men Pa’w… it is creole because I am from Haiti. The name means different things depending on the context in which you use it. For instance… “THIS IS YOURS”, “THIS IS THE BOMB”, “THIS IS IT”. I also chose the name as I saw it relates to my product because our sauce is very different. Many people find the name fun once they understand what it means."" [quote from this review].
Heat Level: Hot
Ingredients: Apple Cider Vinegar, Olive Oil Blend (canola oil, olive oil), Onions, Water, Chocolate Habanero Peppers, Red Habanero Peppers, Fatalii Peppers, Soul Spice (salt, paprika, garlic, onion, curry powder, black pepper, celery, chili powder, red pepper, parsley, and cayenne pepper), Tropical Seasoning (salt, dehydrated garlic and onion, spices, paprika), Orange Habanero Peppers, Cayenne Peppers, Garlic, Red Scotch Bonnet Peppers, Granulated Garlic, Onion Powder.
 5 oz
",Men Pa'w, Men Pa'w Gourmet Hot Sauce    ,$ 6.99,https://heathotsauce.com/collections/all/products/men-paw-gourmet-hot-sauce
"
Men Pa'w is a unique Haitian style hot sauce full of flavor. It features a blend of Green Habaneros, Jalapenos, Fataliis, and Datils, along with olive oil and Haitian spices.
Curious what the name means? According to Carline: ""As for The name Men Pa’w… it is creole because I am from Haiti. The name means different things depending on the context in which you use it. For instance… “THIS IS YOURS”, “THIS IS THE BOMB”, “THIS IS IT”. I also chose the name as I saw it relates to my product because our sauce is very different. Many people find the name fun once they understand what it means."" [quote from this review].
Heat Level: Hot
Ingredients: Apple Cider Vinegar, Onions, Green Habanero Peppers, Jalapeno Peppers, Water, Olive Oil Blend (canola oil, olive oil), Fatalii Peppers, Soul Spice (salt, paprika, garlic, onion, curry powder, black pepper, celery, chili powder, red pepper, parsley, and cayenne pepper), Tropical Seasoning (salt, dehydrated garlic and onion, spices, paprika), Garlic, Granulated Garlic, Datil Peppers, Onion Powder.
5 oz
 
",Men Pa'w, Green Peppa Madness    ,$ 6.99,https://heathotsauce.com/collections/all/products/green-peppa-madness
"
A fiery blend of blueberries and Carolina Reapers. Seriously hot and tasty! 
Heat Level: Extreme
Ingredients: Blueberries, Blackberries, Bhut Jolokia Peppers, Red Jalapeño Peppers, Red Serrano Peppers, Grape Juice, Sugar, Carolina Reaper Pepper, Raspberries, Pears, Red Wine Vinegar, Honey, Garlic, Papaya, Orange Habanero Peppers, Pineapple, Beets, Blueberry Puree, Sea Salt & Lemon Juice.
5 oz
",Hellfire Hot Sauce, Blueberry Hell Special Reserve Hot Sauce    ,$ 12.99,https://heathotsauce.com/collections/all/products/blueberry-hell-special-reserve-hot-sauce
"
An awesome white peach hot sauce with orange habaneros and orange blossom honey.
Heat Level: Medium
Ingredients: Orange Habaneros, Vinegar, White Peaches, Orange Blossom Honey
5 oz
",PexPeppers, Cosmic Peach Hot Sauce    ,$ 8.50,https://heathotsauce.com/collections/all/products/cosmic-peach-hot-sauce
"
An insanely hot all natural sauce made with fresh Moruga Scorpion peppers, wild flower honey and lime juice.
Heat Level: Extreme
Ingredients: Red Moruga Scorpions, Vinegar, Wildflower Honey, Lime Juice.
5 oz
",PexPeppers, KillerSWARM Moruga Scorpion Hot Sauce    ,$ 11.99,https://heathotsauce.com/collections/all/products/killerswarm-moruga-scorpion-hot-sauce
"
Frankie V’s Scary Mary Cocktail Mix is an exciting blend of organic Roma tomatoes, horseradish, organic cold pressed celery juice, organic gluten free Worcestershire sauce, organic lemon and lime juice, organic black pepper, Himalayan salt, infused with 1888 Cold Press Olive juice and perfectly finished with Frankie V’s organic Spooky White Hot Sauce.
Heat Level: Medium
Ingredients: Organic tomatoes, Worcestershire Sauce (organic apple cider vinegar, organic molasses, organic wheat free Tamari){Water, organic soybeans, salt} water organic evaporated cane juice, salt, organic lemon juice concentrate, organic ginger puree, Organic Tamarin, organic chili pepper, organic garlic powder, xanthan gum, organic shitake mushrooms, organic allspice, organic cloves, organic orange extract, organic lemon extract, natural smoke flavor, natural onion flavor) organic lemon juice, organic lime juice, organic celery juice, horseradish, olive juice, organic brown sugar, hot sauce, organic garlic, organic onion, organic rice vinegar, organic  vinegar, lemon juice, organic habanero pepper, salt, coconut oil, black pepper, ginger, mustard), organic black pepper, Himalayan salt, organic garlic powder, Contains: Soy Tree nuts (coconut)
5 oz
 
",Frankie V's, Scary Mary Bloody Mary Mix    ,$ 5.99,https://heathotsauce.com/collections/all/products/scary-mary-bloody-mary-mix
"
A pure and simple blend of habaneros and white vinegar, this stuff is great splashed into collard greens, used in vinaigrette, or anywhere a recipe that calls for vinegar!
Heat Level: Hot
Ingredients (all organic): Vinegar, Habaneros.
10 oz
",Frankie V's, Frankie V's Habanero Infused Vinegar    ,$ 6.99,https://heathotsauce.com/collections/all/products/frankie-vs-habanero-infused-vinegar
"
Born To Hula's Smokehaus Blue is a deliciously smoky chipotle sauce with a tomato base with plenty of garlic.
Heat Level: Medium
Ingredients: Tomatoes, Chipotle Chilies, Garlic and Spices.
Awards: 2016 1st Place Hot Sauce People's Preference Award ZestFest
5 oz
 
",Born to Hula, Smokehaus Blues    ,$ 5.99,https://heathotsauce.com/collections/all/products/smokehaus-blues
"
A superhot blend of ghost peppers, pepper extract and garlic made by one of the first makers of superhot sauces, Dave's Gourmet
Heat Level: Extra Hot (contains extract)
Ingredients: Ghost Pepper/Naga Jolokia, hot pepper extract, salt, vegetable oil, roasted garlic pulp, acetic acid.
5 oz
",Dave's Gourmet, Dave's Ghost Pepper Hot Sauce    ,$ 7.99,https://heathotsauce.com/collections/all/products/daves-ghost-pepper-hot-sauce
"
A rich garlicy sauce that features basil and the distinctive sharp heat of Thai chiles, along with a tangy kick from rice wine vinegar. 
HEAT Exclusive!
Heat Level: Hot
Ingredients: Garlic, Thai Chile, Basil, Rice Wine Vinegar, Salt, Sugar, and Xanthan Gum.
5 oz
 
",Desert Smoke, Thai Garlic Hot Sauce    ,$ 8.99,https://heathotsauce.com/collections/all/products/thai-garlic-hot-sauce
"
A bright tangy sauce with a rich garlic flavor front & center, and a slow building Carolina Reaper heat. If you like garlic, you'll love this sauce!
HEAT Exclusive!
Heat Level: Hot (don't be scared by the reaper, this sauce has a pretty manageable heat level)
Ingredients: Garlic, Carolina Reaper Chile, Basil, Sea Salt, Vinegar, Sugar, and Xanthan Gum.
5 oz
",Desert Smoke, Garlic Reaper Hot Sauce    ,$ 9.99,https://heathotsauce.com/collections/all/products/garlic-reaper-hot-sauce
"
A thick and creamy jalapeno sauce made with cilantro, tomatillos and cumin. Amazing on tacos, or spread on burgers and sandwiches!
Heat Level: Medium
Ingredients: Water, Tomatillos, Jalapenos, Peppers, Vinegar, Cilantro, Vegetable Oil, Cumin, Spices, Salt.
5 oz
",Formosa, Formosa Jalapeno    ,$ 5.99,https://heathotsauce.com/collections/all/products/formosa-jalapeno
"
Moruga Scorpion are paired with tomato and red bell peppers in this fiery all purpose sauce.
Sweet Heat Gourmet partners with farmers in the Pennsylvania area to create flavorful small batch sauces. This sauce is made from produce grown on Meadow View Farm.
Heat Level: Extra Hot
Ingredients: Tomato Puree, White Vinegar, Red Bell Peppers, Moruga Scorpion Peppers, Sugar, Salt, Spices.
5 oz
",Sweet Heat Gourmet, Moruga Scorpion Hot Sauce    ,$ 6.99,https://heathotsauce.com/collections/all/products/moruga-scorpion-hot-sauce
"
A sweet and fiery ghost pepper sauce with pineapple, carrots, raisins and fresh lime juice.
Sweet Heat Gourmet partners with farmers in the Pennsylvania area to create flavorful small batch sauces. This sauce is made from produce grown on Meadow View Farm.
Heat Level: Extra Hot
Ingredients: Pineapple, Onion, Vinegar, Bhut Jolokia Peppers, Carrots, Sugar, Raisins, Fresh Lime Juice, Garlic, Spices.
Awards: 2015 1st Place Golden Chile Award for Best Fruit Based Hot Sauce
5 oz
",Sweet Heat Gourmet, Pineapple Ghost Pepper Hot Sauce    ,$ 6.99,https://heathotsauce.com/collections/all/products/pineapple-ghost-pepper-hot-sauce
"
A very sweet sauce made with fresh pears and key lime, perfect for dessert applications.
Sweet Heat Gourmet partners with farmers in the Pennsylvania area to create flavorful small batch sauces.
Heat Level: Mild
Ingredients: Pears, Apple Cider Vinegar, Coconut Water, Key Lime Juice, Habanero, Garlic, Honey, Brown Sugar, Spices.
5 oz
",Sweet Heat Gourmet, Key Lime Pear Hot Sauce    ,$ 6.99,https://heathotsauce.com/collections/all/products/key-lime-pear-hot-sauce
"
A classic verde sauce with tomatillos and fire-roasted jalapeno flavor, with a hint of sweetness..
Sweet Heat Gourmet partners with farmers in the Pennsylvania area to create flavorful small batch sauces. This sauce is made with ingredients from Mothersbaugh Farm.
Heat Level: Mild
Ingredients: Tomatilos, Jalapenos, Vinegar, Apple Onions, Cider Vinegar, Orange Juice, Honey, Lime, Garlic, Salt, Pepper.
Awards: 2015 Lenny Award - Best Green Sauce
5 oz
",Sweet Heat Gourmet, Roasted Jalapeno Hot Sauce    ,$ 6.99,https://heathotsauce.com/collections/all/products/roasted-jalapeno-hot-sauce
"
This sauce features the citrusy Fatalii pepper in a tomato base with lime and carrots, making it the perfect all purpose sauce.
Sweet Heat Gourmet partners with farmers in the Pennsylvania area to create flavorful small batch sauces. This sauce is made with ingredients from Meadow View Farm and Clan Stewart Farm.
Heat Level: Hot
Ingredients: Apple Cider Vinegar, Crushed Tomatoes, Fatalii Peppers, Carrot, Fresh Lime Juice, Lime Zest, Sugar, Spices
5 oz
",Sweet Heat Gourmet, Sinclair's Fatalii Hot Sauce    ,$ 6.99,https://heathotsauce.com/collections/all/products/sinclairs-fatalii-hot-sauce
"
A delicious sweet and savory habanero sauce with peaches and plenty of cumin.
Sweet Heat Gourmet partners with farmers in the Pennsylvania area to create flavorful small batch sauces. This sauce is made with ingredients from Piper's Peck and Way Fruit Farm.
Heat Level: Medium Hot
Ingredients: Peaches, Vinegar, Habaneros, Brown Sugar, Mustard, Cumin, Paprika, Ginger, Spices.
5 oz
",Sweet Heat Gourmet, Habanero Peach Hot Sauce    ,$ 6.99,https://heathotsauce.com/collections/all/products/habanero-peach-hot-sauce
"
Creamy milk chocolate with a hint of coffee flavor and special spices are combined to create this delectable sauce. Top your favorite dessert with our sauce, dip fresh fruit in it, or add to a cup of steamy milk to create a cup of chocolate heaven! This gourmet sauce is slightly spicy so everyone can enjoy it!
Heat Level: Mild
Ingredients: Brown Sugar, Coffee, Cocoa Powder, Chocolate Chips, Vanilla, Cinnamon, Cayenne.
9 oz
",Sweet Heat Gourmet, Spiced Chocolate Fudge Sauce    ,$ 6.99,https://heathotsauce.com/collections/all/products/spiced-chocolate-fudge-sauce
"
Ever get a sauce that pours out to quickly, but doesn't come with one of those reducers that restricts the flow? We've got you covered.
Free with any order. Limit 1 per sauce.
Note: these only work for 5 oz woozy bottles.
",Freebies, Orifice Reducers    ,$ 0.50,https://heathotsauce.com/collections/all/products/orifice-reducer
"
A complex, well balanced habanero sauce with Mango, Guava, Banana, and Papaya, along with shallots, tamarind and sherry vinegar.
Heat Level: Medium (despite the name 'Wicked Hot', this sauce really isn't too hot - it is crazy delicious though).
Ingredients: Habanero Chile, Shallots, Garlic, Ginger, Mango, Guava Paste (guava, organic cane sugar, citric acid, pectin), Tamarind, Sherry Vinegar, Onion, Red Bell Pepper, Banana, Papaya, Cilantro, Spices.
5 oz
",Chiporro Sauce Co., Wicked Hot Guava Habanero Hot Sauce    ,$ 7.99,https://heathotsauce.com/collections/all/products/wicked-hot-guava-habanero-hot-sauce
"
A zesty, cilantro-forward green sauce, with a creamy consistency and barely any vinegar. The perfect sauce for any sort of Mexican food.
Heat Level: Mild
Ingredients: Cilantro, Onion, Jalapeno, Garlic, Tomatillo, Vinegar, Canola Oil (non-gmo), Salt, Vitamin C.
5 oz
",Chiporro Sauce Co., Cilantro Jalapeno Hot Sauce    ,$ 6.75,https://heathotsauce.com/collections/all/products/cilantro-jalapeno-hot-sauce
"
A thick and flavorful sauce featuring the Rocoto pepper, a Peruvian variety with a distinctive flavor and delayed kick.
Heat Level: Medium-Hot
Ingredients: Rocoto Peppers, Onions, Vinegar, Peppers, Tomato, Garlic, Salt, Spices, Herbs.
Recipes: Try making Rocoto Hummus!
5 oz
",Chiporro Sauce Co., Rocoto Hot Sauce    ,$ 6.99,https://heathotsauce.com/collections/all/products/rocoto-hot-sauce
"
A mellow sriracha style sauce with a bright garlicy tang to it, and a bit of sweetness. Perfect for rice dishes, stir fry, and even pizza.
Heat Level: Mild
Ingredients: Red Fresno and Habanero Chiles, White Vinegar, Pineapple, Sugar, Garlic, Salt.
5 oz
",Arthur Wayne Hot Sauce, Montana Rooster Sauce    ,$ 5.99,https://heathotsauce.com/collections/all/products/montana-rooster-sauce
"
A unique blend of Honey, Pineapple, and Lemon adds the perfected balance to the fiery Scorpion Pepper!
Heat Level: Hot/Extra Hot
Ingredients: Scorpion Moruga Peppers, White Vinegar, Pineapple, Honey, Lemon Juice, Salt.
5 oz
",Arthur Wayne Hot Sauce, Scorpion Pineapple Hot Sauce    ,$ 8.99,https://heathotsauce.com/collections/all/products/scorpion-pineapple
